age_calkaBP,AnIS-ID,tempanomNH,Transformed Year
-4695.8,-2201.8,-0.129,469516.0
-4695.7,-2226.4,-0.13,469506.0
-4695.6,-2212.0,-0.132,469496.00000000006
-4695.5,-2185.1,-0.155,469486.0
-4695.4,-2226.0,-0.159,469475.99999999994
-4695.3,-2262.5,-0.164,469466.0
-4695.2,-2194.8,-0.169,469456.0
-4695.1,-2187.0,-0.174,469446.00000000006
-4695.0,-2182.3,-0.199,469436.0
-4694.9,-2181.2,-0.206,469425.99999999994
-4694.8,-2189.6,-0.232,469416.0
-4694.7,-2246.7,-0.239,469406.0
-4694.6,-2225.1,-0.267,469396.00000000006
-4694.5,-2195.3,-0.296,469386.0
-4694.4,-2191.3,-0.304,469375.99999999994
-4694.3,-2255.8,-0.331,469366.0
-4694.2,-2183.4,-0.359,469356.0
-4694.1,-2201.0,-0.386,469346.00000000006
-4694.0,-2296.5,-0.414,469336.0
-4693.9,-2215.9,-0.441,469325.99999999994
-4693.8,-2298.5,-0.467,469316.0
-4693.7,-2212.2,-0.494,469306.0
-4693.6,-2298.1,-0.521,469296.00000000006
-4693.5,-2201.3,-0.547,469286.0
-4693.4,-2291.8,-0.571,469275.99999999994
-4693.3,-2204.7,-0.616,469266.0
-4693.2,-2296.7,-0.641,469256.0
-4693.1,-2222.8,-0.666,469246.00000000006
-4693.0,-2244.6,-0.71,469236.0
-4692.9,-2226.8,-0.733,469225.99999999994
-4692.8,-2219.1,-0.776,469216.0
-4692.7,-2248.7,-0.819,469206.0
-4692.6,-2202.4,-0.841,469196.00000000006
-4692.5,-2239.5,-0.882,469186.0
-4692.4,-2195.9,-0.924,469175.99999999994
-4692.3,-2182.6,-0.943,469166.0
-4692.2,-2170.6,-0.982,469156.0
-4692.1,-2133.6,-1.0,469146.00000000006
-4692.0,-2183.4,-1.036,469136.0
-4691.9,-2147.9,-1.054,469125.99999999994
-4691.8,-2197.4,-1.069,469116.0
-4691.7,-2208.7,-1.104,469106.0
-4691.6,-2218.5,-1.119,469096.00000000006
-4691.5,-2156.0,-1.135,469086.0
-4691.4,-2194.3,-1.15,469075.99999999994
-4691.3,-2168.3,-1.143,469066.0
-4691.2,-2189.6,-1.157,469056.0
-4691.1,-2197.7,-1.169,469046.00000000006
-4691.0,-2162.9,-1.182,469036.0
-4690.9,-2213.8,-1.172,469025.99999999994
-4690.8,-2175.3,-1.18,469016.0
-4690.7,-2162.8,-1.167,469006.0
-4690.6,-2176.4,-1.154,468996.00000000006
-4690.5,-2211.6,-1.162,468986.0
-4690.4,-2209.8,-1.148,468975.99999999994
-4690.3,-2188.2,-1.132,468966.0
-4690.2,-2189.0,-1.117,468956.0
-4690.1,-2170.2,-1.102,468946.00000000006
-4690.0,-2174.6,-1.085,468936.0
-4689.9,-2206.6,-1.047,468925.99999999994
-4689.8,-2207.6,-1.031,468916.0
-4689.7,-2189.0,-1.016,468906.0
-4689.6,-2190.2,-0.982,468896.00000000006
-4689.5,-2182.6,-0.965,468886.0
-4689.4,-2194.3,-0.932,468875.99999999994
-4689.3,-2185.9,-0.898,468866.0
-4689.2,-2224.1,-0.865,468856.0
-4689.1,-2177.9,-0.851,468846.00000000006
-4689.0,-2180.9,-0.818,468836.0
-4688.9,-2199.1,-0.783,468825.99999999994
-4688.8,-2223.4,-0.729,468816.0
-4688.7,-2196.5,-0.699,468806.0
-4688.6,-2246.8,-0.666,468796.00000000006
-4688.5,-2205.4,-0.637,468786.0
-4688.4,-2242.3,-0.587,468775.99999999994
-4688.3,-2244.8,-0.559,468766.0
-4688.2,-2222.1,-0.51,468756.0
-4688.1,-2221.4,-0.482,468746.00000000006
-4688.0,-2202.6,-0.436,468736.0
-4687.9,-2316.0,-0.388,468725.99999999994
-4687.8,-2262.1,-0.341,468716.0
-4687.7,-2196.4,-0.297,468706.0
-4687.6,-2289.7,-0.251,468696.00000000006
-4687.5,-2255.6,-0.208,468686.0
-4687.4,-2194.9,-0.168,468675.99999999994
-4687.3,-2172.8,-0.103,468666.0
-4687.2,-2253.3,-0.059,468656.0
-4687.1,-2231.1,-0.018,468646.00000000006
-4687.0,-2200.2,0.042,468636.0
-4686.9,-2165.4,0.084,468625.99999999994
-4686.8,-2180.6,0.127,468616.0
-4686.7,-2169.9,0.188,468606.0
-4686.6,-2156.6,0.225,468596.00000000006
-4686.5,-2171.8,0.286,468586.0
-4686.4,-2144.0,0.345,468575.99999999994
-4686.3,-2155.3,0.386,468566.0
-4686.2,-2226.3,0.444,468556.0
-4686.1,-2179.0,0.503,468546.00000000006
-4686.0,-2244.1,0.543,468536.0
-4685.9,-2276.4,0.603,468525.99999999994
-4685.8,-2173.1,0.661,468516.0
-4685.7,-2107.0,0.717,468506.0
-4685.6,-2141.5,0.777,468496.00000000006
-4685.5,-2107.5,0.816,468486.0
-4685.4,-2159.2,0.871,468475.99999999994
-4685.3,-2164.8,0.929,468466.0
-4685.2,-2128.2,0.983,468456.0
-4685.1,-2164.9,1.041,468446.00000000006
-4685.0,-2122.1,1.098,468436.0
-4684.9,-2103.0,1.174,468425.99999999994
-4684.8,-2090.8,1.227,468416.0
-4684.7,-2130.4,1.282,468406.0
-4684.6,-2120.7,1.336,468396.00000000006
-4684.5,-2078.3,1.394,468386.0
-4684.4,-2108.5,1.468,468375.99999999994
-4684.3,-2062.1,1.522,468366.0
-4684.2,-2167.9,1.577,468356.0
-4684.1,-2135.6,1.649,468346.00000000006
-4684.0,-2182.4,1.702,468336.0
-4683.9,-2152.0,1.774,468325.99999999994
-4683.8,-2123.0,1.823,468316.0
-4683.7,-2128.8,1.893,468306.0
-4683.6,-2128.6,1.946,468296.00000000006
-4683.5,-2087.1,2.014,468286.0
-4683.4,-2087.1,2.084,468275.99999999994
-4683.3,-2083.0,2.134,468266.0
-4683.2,-2095.1,2.203,468256.0
-4683.1,-2048.9,2.272,468246.00000000006
-4683.0,-2053.2,2.344,468236.0
-4682.9,-2014.3,2.391,468225.99999999994
-4682.8,-2039.3,2.461,468216.0
-4682.7,-2059.4,2.53,468206.0
-4682.6,-2044.6,2.598,468196.00000000006
-4682.5,-2040.1,2.669,468186.0
-4682.4,-1997.0,2.736,468175.99999999994
-4682.3,-1997.6,2.807,468166.0
-4682.2,-2025.5,2.856,468156.0
-4682.1,-2051.0,2.924,468146.00000000006
-4682.0,-2017.6,2.964,468136.0
-4681.9,-2006.9,3.025,468125.99999999994
-4681.8,-1971.7,3.068,468116.0
-4681.7,-1946.0,3.114,468106.0
-4681.6,-2021.4,3.16,468096.00000000006
-4681.5,-2027.8,3.203,468086.0
-4681.4,-2040.3,3.246,468075.99999999994
-4681.3,-1959.3,3.29,468066.0
-4681.2,-1953.2,3.334,468056.0
-4681.1,-1919.0,3.358,468046.00000000006
-4681.0,-1900.9,3.402,468036.0
-4680.9,-1902.5,3.425,468025.99999999994
-4680.8,-1814.3,3.448,468016.0
-4680.7,-1802.9,3.489,468006.0
-4680.6,-1832.7,3.51,467996.00000000006
-4680.5,-1874.1,3.526,467986.0
-4680.4,-1924.4,3.522,467975.99999999994
-4680.3,-1879.6,3.539,467966.0
-4680.2,-1880.3,3.552,467956.0
-4680.1,-1904.5,3.549,467946.00000000006
-4680.0,-1896.0,3.564,467936.0
-4679.9,-1900.5,3.56,467925.99999999994
-4679.8,-1943.4,3.556,467916.0
-4679.7,-1903.2,3.57,467906.0
-4679.6,-1886.1,3.563,467896.00000000006
-4679.5,-1863.5,3.559,467886.0
-4679.4,-1871.2,3.536,467875.99999999994
-4679.3,-1864.7,3.534,467866.0
-4679.2,-1874.3,3.534,467856.0
-4679.1,-1851.3,3.513,467846.00000000006
-4679.0,-1843.5,3.514,467836.0
-4678.9,-1825.7,3.494,467825.99999999994
-4678.8,-1904.4,3.476,467816.0
-4678.7,-1875.8,3.456,467806.0
-4678.6,-1854.3,3.436,467796.00000000006
-4678.5,-1869.3,3.417,467786.0
-4678.4,-1912.6,3.399,467775.99999999994
-4678.3,-1873.0,3.38,467766.0
-4678.2,-1864.5,3.361,467756.0
-4678.1,-1850.1,3.324,467746.00000000006
-4678.0,-1891.9,3.289,467736.0
-4677.9,-1857.8,3.275,467725.99999999994
-4677.8,-1890.5,3.242,467716.0
-4677.7,-1889.8,3.203,467706.0
-4677.6,-1855.5,3.167,467696.00000000006
-4677.5,-1845.1,3.135,467686.0
-4677.4,-1840.0,3.104,467675.99999999994
-4677.3,-1855.5,3.074,467666.0
-4677.2,-1830.8,3.044,467656.0
-4677.1,-1835.8,3.012,467646.00000000006
-4677.0,-1811.5,2.983,467636.0
-4676.9,-1804.4,2.955,467625.99999999994
-4676.8,-1794.6,2.927,467616.0
-4676.7,-1790.4,2.901,467606.0
-4676.6,-1796.6,2.875,467596.00000000006
-4676.5,-1795.9,2.87,467586.0
-4676.4,-1790.9,2.847,467575.99999999994
-4676.3,-1801.4,2.823,467566.0
-4676.2,-1805.6,2.819,467556.0
-4676.1,-1776.4,2.797,467546.00000000006
-4676.0,-1776.7,2.796,467536.0
-4675.9,-1774.6,2.776,467525.99999999994
-4675.8,-1798.7,2.776,467516.0
-4675.7,-1771.4,2.758,467506.0
-4675.6,-1773.2,2.761,467496.00000000006
-4675.5,-1797.6,2.765,467486.0
-4675.4,-1776.7,2.77,467475.99999999994
-4675.3,-1807.6,2.776,467466.0
-4675.2,-1774.5,2.762,467456.0
-4675.1,-1778.4,2.77,467446.00000000006
-4675.0,-1795.7,2.778,467436.0
-4674.9,-1823.5,2.786,467425.99999999994
-4674.8,-1841.3,2.795,467416.0
-4674.7,-1828.7,2.823,467406.0
-4674.6,-1797.7,2.833,467396.00000000006
-4674.5,-1800.0,2.843,467386.0
-4674.4,-1798.2,2.854,467375.99999999994
-4674.3,-1808.3,2.864,467366.0
-4674.2,-1808.4,2.894,467356.0
-4674.1,-1831.0,2.903,467346.00000000006
-4674.0,-1809.9,2.933,467336.0
-4673.9,-1852.5,2.942,467325.99999999994
-4673.8,-1848.3,2.97,467316.0
-4673.7,-1833.5,2.978,467306.0
-4673.6,-1852.9,3.007,467296.00000000006
-4673.5,-1877.1,3.034,467286.0
-4673.4,-1854.9,3.041,467275.99999999994
-4673.3,-1863.1,3.067,467266.0
-4673.2,-1880.3,3.093,467256.0
-4673.1,-1877.7,3.119,467246.00000000006
-4673.0,-1854.5,3.145,467236.0
-4672.9,-1854.4,3.17,467225.99999999994
-4672.8,-1878.7,3.196,467216.0
-4672.7,-1901.6,3.22,467206.0
-4672.6,-1872.3,3.243,467196.00000000006
-4672.5,-1881.5,3.267,467186.0
-4672.4,-1884.6,3.29,467175.99999999994
-4672.3,-1891.9,3.313,467166.0
-4672.2,-1894.1,3.336,467156.0
-4672.1,-1895.7,3.356,467146.00000000006
-4672.0,-1888.6,3.377,467136.0
-4671.9,-1892.2,3.397,467125.99999999994
-4671.8,-1894.0,3.418,467116.0
-4671.7,-1916.3,3.417,467106.0
-4671.6,-1898.2,3.436,467096.00000000006
-4671.5,-1901.3,3.435,467086.0
-4671.4,-1902.1,3.453,467075.99999999994
-4671.3,-1895.5,3.451,467066.0
-4671.2,-1914.0,3.467,467056.0
-4671.1,-1897.1,3.464,467046.00000000006
-4671.0,-1917.8,3.46,467036.0
-4670.9,-1901.7,3.456,467025.99999999994
-4670.8,-1921.5,3.451,467016.0
-4670.7,-1904.8,3.445,467006.0
-4670.6,-1906.2,3.439,466996.00000000006
-4670.5,-1907.3,3.432,466986.0
-4670.4,-1904.5,3.425,466975.99999999994
-4670.3,-1909.6,3.417,466966.0
-4670.2,-1911.4,3.39,466956.0
-4670.1,-1912.8,3.381,466946.00000000006
-4670.0,-1932.0,3.353,466936.0
-4669.9,-1907.9,3.344,466925.99999999994
-4669.8,-1913.9,3.314,466916.0
-4669.7,-1910.2,3.305,466906.0
-4669.6,-1907.0,3.276,466896.00000000006
-4669.5,-1896.7,3.246,466886.0
-4669.4,-1902.4,3.219,466875.99999999994
-4669.3,-1909.5,3.19,466866.0
-4669.2,-1918.4,3.162,466856.0
-4669.1,-1918.6,3.134,466846.00000000006
-4669.0,-1919.3,3.106,466836.0
-4668.9,-1923.8,3.078,466825.99999999994
-4668.8,-1925.7,3.051,466816.0
-4668.7,-1931.7,3.005,466806.0
-4668.6,-1936.2,2.978,466796.00000000006
-4668.5,-1941.2,2.933,466786.0
-4668.4,-1927.1,2.906,466775.99999999994
-4668.3,-1938.3,2.861,466766.0
-4668.2,-1933.8,2.835,466756.0
-4668.1,-1939.9,2.791,466746.00000000006
-4668.0,-1942.1,2.747,466736.0
-4667.9,-1945.4,2.704,466725.99999999994
-4667.8,-1943.7,2.66,466716.0
-4667.7,-1941.8,2.617,466706.0
-4667.6,-1949.9,2.575,466696.00000000006
-4667.5,-1951.1,2.532,466686.0
-4667.4,-1957.8,2.491,466675.99999999994
-4667.3,-1955.2,2.45,466666.0
-4667.2,-1950.3,2.41,466656.0
-4667.1,-1953.9,2.369,466646.00000000006
-4667.0,-1958.5,2.329,466636.0
-4666.9,-1961.9,2.289,466625.99999999994
-4666.8,-1966.1,2.269,466616.0
-4666.7,-1965.8,2.23,466606.0
-4666.6,-1972.6,2.211,466596.00000000006
-4666.5,-1973.5,2.173,466586.0
-4666.4,-1976.2,2.156,466575.99999999994
-4666.3,-1978.8,2.138,466566.0
-4666.2,-1976.5,2.121,466556.0
-4666.1,-1975.7,2.085,466546.00000000006
-4666.0,-1978.1,2.069,466536.0
-4665.9,-1976.7,2.054,466525.99999999994
-4665.8,-1976.9,2.06,466516.0
-4665.7,-1976.7,2.047,466506.0
-4665.6,-1972.8,2.034,466496.00000000006
-4665.5,-1973.0,2.023,466486.0
-4665.4,-1974.0,2.031,466475.99999999994
-4665.3,-1972.0,2.021,466466.0
-4665.2,-1972.2,2.031,466456.0
-4665.1,-1974.3,2.043,466446.00000000006
-4665.0,-1974.3,2.034,466436.0
-4664.9,-1975.4,2.046,466425.99999999994
-4664.8,-1973.9,2.059,466416.0
-4664.7,-1972.4,2.07,466406.0
-4664.6,-1971.3,2.083,466396.00000000006
-4664.5,-1970.5,2.095,466386.0
-4664.4,-1968.5,2.127,466375.99999999994
-4664.3,-1966.7,2.14,466366.0
-4664.2,-1966.3,2.151,466356.0
-4664.1,-1963.5,2.183,466346.00000000006
-4664.0,-1963.2,2.194,466336.0
-4663.9,-1961.2,2.226,466325.99999999994
-4663.8,-1961.9,2.257,466316.0
-4663.7,-1960.5,2.287,466306.0
-4663.6,-1960.8,2.297,466296.00000000006
-4663.5,-1960.1,2.327,466286.0
-4663.4,-1959.4,2.357,466275.99999999994
-4663.3,-1958.4,2.385,466266.0
-4663.2,-1955.8,2.434,466256.0
-4663.1,-1956.8,2.463,466246.00000000006
-4663.0,-1954.3,2.49,466236.0
-4662.9,-1951.0,2.537,466225.99999999994
-4662.8,-1949.1,2.563,466216.0
-4662.7,-1948.7,2.61,466206.0
-4662.6,-1947.0,2.636,466196.00000000006
-4662.5,-1946.9,2.681,466186.0
-4662.4,-1946.8,2.726,466175.99999999994
-4662.3,-1947.7,2.75,466166.0
-4662.2,-1944.4,2.793,466156.0
-4662.1,-1945.5,2.817,466146.00000000006
-4662.0,-1942.4,2.839,466136.0
-4661.9,-1938.4,2.861,466125.99999999994
-4661.8,-1945.8,2.883,466116.0
-4661.7,-1943.3,2.903,466106.0
-4661.6,-1945.2,2.903,466096.00000000006
-4661.5,-1944.5,2.922,466086.0
-4661.4,-1965.7,2.921,466075.99999999994
-4661.3,-1946.0,2.919,466066.0
-4661.2,-1944.6,2.917,466056.0
-4661.1,-1946.8,2.912,466046.00000000006
-4661.0,-1961.4,2.907,466036.0
-4660.9,-1945.3,2.901,466025.99999999994
-4660.8,-1942.4,2.874,466016.0
-4660.7,-1941.6,2.867,466006.0
-4660.6,-1958.9,2.838,465996.00000000006
-4660.5,-1939.1,2.808,465986.0
-4660.4,-1941.4,2.776,465975.99999999994
-4660.3,-1940.3,2.743,465966.0
-4660.2,-1941.1,2.709,465956.0
-4660.1,-1942.2,2.654,465946.00000000006
-4660.0,-1943.7,2.619,465936.0
-4659.9,-1945.8,2.563,465925.99999999994
-4659.8,-1960.6,2.507,465916.0
-4659.7,-1964.4,2.45,465906.0
-4659.6,-1951.7,2.394,465896.00000000006
-4659.5,-1956.1,2.337,465886.0
-4659.4,-1959.5,2.281,465875.99999999994
-4659.3,-1962.4,2.205,465866.0
-4659.2,-1966.0,2.149,465856.0
-4659.1,-1964.3,2.075,465846.00000000006
-4659.0,-1968.6,2.001,465836.0
-4658.9,-1974.5,1.927,465825.99999999994
-4658.8,-1979.7,1.853,465816.0
-4658.7,-1977.3,1.78,465806.0
-4658.6,-1954.7,1.688,465796.00000000006
-4658.5,-1964.6,1.616,465786.0
-4658.4,-1966.1,1.526,465775.99999999994
-4658.3,-1966.8,1.438,465766.0
-4658.2,-1973.8,1.35,465756.0
-4658.1,-1976.9,1.261,465746.00000000006
-4658.0,-1969.6,1.175,465736.0
-4657.9,-1982.4,1.09,465725.99999999994
-4657.8,-1976.5,0.987,465716.0
-4657.7,-1990.9,0.904,465706.0
-4657.6,-1990.3,0.804,465696.00000000006
-4657.5,-1985.7,0.703,465686.0
-4657.4,-1990.5,0.602,465675.99999999994
-4657.3,-1994.5,0.502,465666.0
-4657.2,-2005.6,0.424,465656.0
-4657.1,-2013.1,0.326,465646.00000000006
-4657.0,-2021.8,0.248,465636.0
-4656.9,-1987.3,0.152,465625.99999999994
-4656.8,-1994.2,0.075,465616.0
-4656.7,-1993.8,0.0,465606.0
-4656.6,-1997.2,-0.076,465596.00000000006
-4656.5,-1994.4,-0.15,465586.0
-4656.4,-1994.9,-0.203,465575.99999999994
-4656.3,-1990.9,-0.274,465566.0
-4656.2,-1989.5,-0.345,465556.0
-4656.1,-1989.3,-0.395,465546.00000000006
-4656.0,-1990.4,-0.443,465536.0
-4655.9,-1969.0,-0.51,465525.99999999994
-4655.8,-1966.3,-0.557,465516.0
-4655.7,-1946.2,-0.601,465506.0
-4655.6,-1954.4,-0.623,465496.00000000006
-4655.5,-1946.5,-0.665,465486.0
-4655.4,-1953.3,-0.704,465475.99999999994
-4655.3,-1948.3,-0.723,465466.0
-4655.2,-1946.6,-0.761,465456.0
-4655.1,-1949.7,-0.778,465446.00000000006
-4655.0,-1948.3,-0.794,465436.0
-4654.9,-1979.9,-0.81,465425.99999999994
-4654.8,-1977.4,-0.823,465416.0
-4654.7,-1985.9,-0.837,465406.0
-4654.6,-1976.5,-0.85,465396.00000000006
-4654.5,-1982.1,-0.844,465386.0
-4654.4,-1981.5,-0.857,465375.99999999994
-4654.3,-1991.8,-0.852,465366.0
-4654.2,-1993.6,-0.848,465356.0
-4654.1,-1992.1,-0.842,465346.00000000006
-4654.0,-1950.4,-0.839,465336.0
-4653.9,-1976.5,-0.835,465325.99999999994
-4653.8,-1971.8,-0.83,465316.0
-4653.7,-1994.0,-0.826,465306.0
-4653.6,-1999.4,-0.802,465296.00000000006
-4653.5,-2071.4,-0.8,465286.0
-4653.4,-2036.5,-0.778,465275.99999999994
-4653.3,-2057.7,-0.757,465266.0
-4653.2,-2083.3,-0.737,465256.0
-4653.1,-2098.4,-0.718,465246.00000000006
-4653.0,-2084.1,-0.698,465236.0
-4652.9,-2094.9,-0.68,465225.99999999994
-4652.8,-2100.6,-0.664,465216.0
-4652.7,-2112.4,-0.628,465206.0
-4652.6,-2124.1,-0.611,465196.00000000006
-4652.5,-2127.8,-0.576,465186.0
-4652.4,-2132.0,-0.542,465175.99999999994
-4652.3,-2143.5,-0.51,465166.0
-4652.2,-2150.4,-0.478,465156.0
-4652.1,-2161.8,-0.448,465146.00000000006
-4652.0,-2168.7,-0.417,465136.0
-4651.9,-2179.0,-0.388,465125.99999999994
-4651.8,-2179.7,-0.359,465116.0
-4651.7,-2181.1,-0.331,465106.0
-4651.6,-2206.8,-0.304,465096.00000000006
-4651.5,-2201.4,-0.257,465086.0
-4651.4,-2191.2,-0.231,465075.99999999994
-4651.3,-2190.0,-0.205,465066.0
-4651.2,-2195.4,-0.16,465056.0
-4651.1,-2191.5,-0.135,465046.00000000006
-4651.0,-2288.4,-0.092,465036.0
-4650.9,-2193.9,-0.068,465025.99999999994
-4650.8,-2181.1,-0.024,465016.0
-4650.7,-2176.6,-0.001,465006.0
-4650.6,-2187.5,0.04,464996.00000000006
-4650.5,-2190.5,0.081,464986.0
-4650.4,-2147.5,0.122,464975.99999999994
-4650.3,-2224.2,0.162,464966.0
-4650.2,-2156.3,0.182,464956.0
-4650.1,-2211.1,0.221,464946.00000000006
-4650.0,-2168.6,0.261,464936.0
-4649.9,-2222.6,0.299,464925.99999999994
-4649.8,-2173.0,0.337,464916.0
-4649.7,-2197.5,0.394,464906.0
-4649.6,-2154.2,0.433,464896.00000000006
-4649.5,-2167.9,0.471,464886.0
-4649.4,-2145.9,0.509,464875.99999999994
-4649.3,-2175.6,0.546,464866.0
-4649.2,-2160.0,0.604,464856.0
-4649.1,-2158.4,0.642,464846.00000000006
-4649.0,-2160.0,0.7,464836.0
-4648.9,-2157.4,0.738,464825.99999999994
-4648.8,-2153.1,0.795,464816.0
-4648.7,-2163.1,0.833,464806.0
-4648.6,-2152.2,0.89,464796.00000000006
-4648.5,-2147.5,0.948,464786.0
-4648.4,-2150.7,0.986,464775.99999999994
-4648.3,-2139.8,1.043,464766.0
-4648.2,-2131.7,1.1,464756.0
-4648.1,-2137.5,1.158,464746.00000000006
-4648.0,-2136.3,1.215,464736.0
-4647.9,-2125.7,1.273,464725.99999999994
-4647.8,-2139.5,1.33,464716.0
-4647.7,-2123.7,1.387,464706.0
-4647.6,-2118.7,1.443,464696.00000000006
-4647.5,-2114.6,1.5,464686.0
-4647.4,-2095.5,1.558,464675.99999999994
-4647.3,-2093.1,1.615,464666.0
-4647.2,-2096.1,1.673,464656.0
-4647.1,-2088.8,1.729,464646.00000000006
-4647.0,-2090.9,1.786,464636.0
-4646.9,-2088.5,1.842,464625.99999999994
-4646.8,-2076.3,1.877,464616.0
-4646.7,-2125.3,1.932,464606.0
-4646.6,-2070.8,1.987,464596.00000000006
-4646.5,-2068.7,2.021,464586.0
-4646.4,-2053.0,2.076,464575.99999999994
-4646.3,-2052.2,2.11,464566.0
-4646.2,-2069.7,2.143,464556.0
-4646.1,-2057.4,2.175,464546.00000000006
-4646.0,-2055.0,2.227,464536.0
-4645.9,-2070.7,2.259,464525.99999999994
-4645.8,-2040.7,2.289,464516.0
-4645.7,-2031.9,2.319,464506.0
-4645.6,-2054.6,2.328,464496.00000000006
-4645.5,-2023.3,2.358,464486.0
-4645.4,-2018.0,2.387,464475.99999999994
-4645.3,-2013.5,2.416,464466.0
-4645.2,-2041.2,2.423,464456.0
-4645.1,-2012.7,2.451,464446.00000000006
-4645.0,-2039.8,2.458,464436.0
-4644.9,-2046.8,2.464,464425.99999999994
-4644.8,-2044.9,2.489,464416.0
-4644.7,-2039.8,2.496,464406.0
-4644.6,-2034.7,2.501,464396.00000000006
-4644.5,-2032.7,2.507,464386.0
-4644.4,-2017.3,2.512,464375.99999999994
-4644.3,-2022.4,2.518,464366.0
-4644.2,-2023.5,2.524,464356.0
-4644.1,-2021.9,2.53,464346.00000000006
-4644.0,-2023.0,2.537,464336.0
-4643.9,-2021.3,2.523,464325.99999999994
-4643.8,-2014.9,2.531,464316.0
-4643.7,-2014.6,2.518,464306.0
-4643.6,-2022.5,2.525,464296.00000000006
-4643.5,-2012.0,2.515,464286.0
-4643.4,-2009.3,2.504,464275.99999999994
-4643.3,-2007.2,2.513,464266.0
-4643.2,-2016.9,2.503,464256.0
-4643.1,-2007.4,2.493,464246.00000000006
-4643.0,-2009.6,2.482,464236.0
-4642.9,-2005.4,2.474,464225.99999999994
-4642.8,-2018.8,2.466,464216.0
-4642.7,-2007.2,2.458,464206.0
-4642.6,-2006.3,2.431,464196.00000000006
-4642.5,-2006.4,2.423,464186.0
-4642.4,-2005.5,2.417,464175.99999999994
-4642.3,-2011.5,2.391,464166.0
-4642.2,-2008.5,2.385,464156.0
-4642.1,-2009.5,2.36,464146.00000000006
-4642.0,-2012.1,2.354,464136.0
-4641.9,-2005.4,2.348,464125.99999999994
-4641.8,-2007.6,2.324,464116.0
-4641.7,-2010.6,2.32,464106.0
-4641.6,-2007.7,2.316,464096.00000000006
-4641.5,-2010.8,2.293,464086.0
-4641.4,-2013.0,2.29,464075.99999999994
-4641.3,-2017.0,2.287,464066.0
-4641.2,-2012.8,2.284,464056.0
-4641.1,-2018.4,2.262,464046.00000000006
-4641.0,-2014.8,2.26,464036.0
-4640.9,-2011.5,2.26,464025.99999999994
-4640.8,-2012.2,2.239,464016.0
-4640.7,-2013.2,2.238,464006.0
-4640.6,-2017.5,2.238,463996.00000000006
-4640.5,-2012.3,2.238,463986.0
-4640.4,-2018.2,2.22,463975.99999999994
-4640.3,-2013.4,2.22,463966.0
-4640.2,-2014.9,2.223,463956.0
-4640.1,-2014.0,2.225,463946.00000000006
-4640.0,-2014.0,2.228,463936.0
-4639.9,-2013.9,2.211,463925.99999999994
-4639.8,-2009.0,2.213,463916.0
-4639.7,-2009.6,2.218,463906.0
-4639.6,-2009.0,2.222,463896.00000000006
-4639.5,-2008.8,2.225,463886.0
-4639.4,-2014.2,2.208,463875.99999999994
-4639.3,-2009.9,2.212,463866.0
-4639.2,-2014.0,2.215,463856.0
-4639.1,-2008.2,2.217,463846.00000000006
-4639.0,-2008.5,2.221,463836.0
-4638.9,-2008.9,2.224,463825.99999999994
-4638.8,-2003.1,2.226,463816.0
-4638.7,-2007.2,2.229,463806.0
-4638.6,-2002.3,2.232,463796.00000000006
-4638.5,-2003.8,2.215,463786.0
-4638.4,-2004.9,2.217,463775.99999999994
-4638.3,-2004.7,2.219,463766.0
-4638.2,-2008.6,2.222,463756.0
-4638.1,-2003.4,2.224,463746.00000000006
-4638.0,-2008.3,2.226,463736.0
-4637.9,-2001.7,2.226,463725.99999999994
-4637.8,-2002.4,2.229,463716.0
-4637.7,-2001.6,2.23,463706.0
-4637.6,-2002.0,2.231,463696.00000000006
-4637.5,-2005.5,2.231,463686.0
-4637.4,-2001.0,2.231,463675.99999999994
-4637.3,-2005.6,2.232,463666.0
-4637.2,-2001.0,2.232,463656.0
-4637.1,-2001.5,2.233,463646.00000000006
-4637.0,-2002.2,2.234,463636.0
-4636.9,-2002.6,2.214,463625.99999999994
-4636.8,-2011.8,2.213,463616.0
-4636.7,-2003.8,2.213,463606.0
-4636.6,-2002.9,2.212,463596.00000000006
-4636.5,-2012.1,2.191,463586.0
-4636.4,-2007.5,2.191,463575.99999999994
-4636.3,-2004.4,2.19,463566.0
-4636.2,-2006.0,2.19,463556.0
-4636.1,-2005.3,2.169,463546.00000000006
-4636.0,-2007.3,2.168,463536.0
-4635.9,-1903.9,2.147,463525.99999999994
-4635.8,-1870.9,2.146,463516.0
-4635.7,-1862.9,2.126,463506.0
-4635.6,-1859.9,2.125,463496.00000000006
-4635.5,-1864.5,2.103,463486.0
-4635.4,-1859.6,2.102,463475.99999999994
-4635.3,-1864.2,2.079,463466.0
-4635.2,-1864.9,2.056,463456.0
-4635.1,-1850.1,2.053,463446.00000000006
-4635.0,-1846.2,2.031,463436.0
-4634.9,-1786.9,2.008,463425.99999999994
-4634.8,-1812.1,2.006,463416.0
-4634.7,-1785.9,1.983,463406.0
-4634.6,-1792.4,1.96,463396.00000000006
-4634.5,-1816.4,1.937,463386.0
-4634.4,-1819.8,1.909,463375.99999999994
-4634.3,-1805.8,1.906,463366.0
-4634.2,-1823.0,1.884,463356.0
-4634.1,-1816.3,1.86,463346.00000000006
-4634.0,-1827.2,1.837,463336.0
-4633.9,-1766.9,1.814,463325.99999999994
-4633.8,-1783.2,1.792,463316.0
-4633.7,-1780.0,1.767,463306.0
